your last name,date of Polar Low Occurance,Aqua or Terra?,"How confident are you that this is actually a polar low [1 for low, 2 for high]",latitude of box top,longitude of box right side,latitude of box bottom,longitude of box left side,file name of PNG,
Olken-Hunt,07/16/2019,Aqua,1,-41.8402,-14.1576,-50.6402,-22.9576,190716_PO1.png
Olken-Hunt,07/17/2019,Aqua,2,-54.3379,-75.6643,-63.1206,-84.4865,190717_PO1.png
Olken-Hunt,07/20/2019,Terra,2,-40.1202,-78.614,-48.9929,-87.4263,190720_PO1.png
Kannan,08/03/19,Terra,2,-43.716,-151.4474,-52.5415,-160.2749,190803_SK1.png
Kannan,08/03/19,Terra,0,52.8292,-162.4569,43.0447,-171.2415,190803_SK3.png
Kannan,08/04/19,Terra,2,58.6866,-11.9452,49.8084,-20.777,190804_SK3.png
Kannan,08/04/19,Aqua,1,-49.6095,-25.7254,-58.407,-34.5229,190804_SK2.png
Kannan,08/06/19,Aqua,2,-51.7502,119.4088,-60.5399,180.619,190806_SK1.png
Ko,08/07/2019,Aqua,2,-44.2811,154.8557,-53.0676,146.0691,190807_JK1.png
Ko,08/07/2019,Aqua,1,48.8619,-22.1697,40.0783,-30.9687,190807_JK2.png
Ko,08/07/2019,Terra,1,-50.9358,-51.2393,-59.7869,-60.024,190807_JK4.png
Ko,08/08/2019,Terra,2,50.2516,-15.4465,41.3565,-24.2408,190808_JK5.png
Ko,08/09/2019,Aqua,1,54.6825,167.8096,45.9224,158.4722,190809_JK8.png
Ko,08/09/2019,Aqua,0,69.1561,-111.3499,60.2728,-120.1405,190809_JK10.png
Perez,08/17/19,Terra,2,-43.6475,-133.4197,-52.4613,-142.2752,190817_DP2.png 
Perez,08/19/2019,Terra,1,-43.1007,65.3881,-51.9144,56.5325,190819_DP1.png
Perez,08/19/2019,Terra,0,-55.7195,113.0982,-64.5332,104.2427,190819_DP4.png
Torres,08/29/2019,Aqua,1,-49.3829,61.6339,-58.1611,52.8557,190829_YT8.png
Torres,08/29/2019,Aqua,2,-55.1944,166.6794,-63.9746,157.8993,190829_YT9.png
Torres,08/29/2019,Aqua,2,-45.4845,-123.4255,-54.2765,-132.2175,190829_YT10.png
Torres,08/30/2019,Terra,2,-41.441,-155.6761,-50.2213,-164.4564,190830_YT7.png
Kapur,09/01/19,Terra,0,82.2484,-0.8784,73.4587,-9.668,190901_AK1.png
Roden,09/01/19,Terra,2,70.24288221,5.732601079,61.44740759,-3.062873532,190901_GR1.png
Roden,09/01/19,Terra,1,-43.50259604,-141.0452938,-52.2863262,-149.829024,190901_GR2.png
Roden,09/04/19,Terra,2,69.17892004,-56.20742717,60.38616248,-65.00018474,190904_GR1.png
Kapur,09/10/19,Terra,2,64.5696,-31.736,55.788,-40.5176,190910_AK2.png
Kapur,09/10/19,Terra,2,52.6892,-145.3484,43.8762,-154.1614,190910_AK3.png
Kapur,09/11/19,Terra,1,55.1457,-136.3737,45.5358,-145.1867,190911_AK4.png
Kapur,09/12/19,Terra,1,54.6902,-136.8361,45.8749,-145.6196,190912_AK5.png
Roden,09/12/19,Terra,1,55.69653487,223.7702158,46.92045089,214.9635532,190912_GR1.png
Roden,09/14/19,Terra,0,56.66363861,-33.31162221,47.89786567,-42.11059883,190914_GR1.png
Kapur,09/16/19,Terra,2,60.0821,-141.2067,51.2985,-149.9903,190916_AK6.png
Kapur,09/16/19,Terra,0,54.3772,-135.5437,45.5908,-144.3301,190916_AK7.png
Roden,09/16/19,Terra,0,-41.78912109,72.1611265,-50.59769835,63.35254924,190916_GR1.png
Kapur,09/17/19,Terra,0,59.9583,-138.1457,51.1719,-146.9321,190917_AK10.png
Roden,09/17/19,Terra,0,54.11376772,-22.05281586,45.33233591,-30.83424767,190917_GR1.png
Roden,09/18/19,Terra,0,51.84611438,-179.7783499,43.06863502,-188.5558292,190918_GR1.png
Kinloch,09/19/19,Aqua,1,-41.90928128,-50.71477907,-50.70014049,-59.50563828,190919_SK1.png
Kinloch,09/20/19,Terra,2,-48.8858,-36.5286,-57.6789,-45.3216,190920_SK1.png
Kinloch,09/21/19,Aqua,0,-64.44020943,-154.0231326,-73.22678891,-162.8097121,190921_SK1.png
Kinloch,09/21/19,Aqua,0,-40.86639707,-151.8078987,-49.65705196,-160.5985536,190921_SK4.png
Kinloch,09/21/19,Aqua,0,53.61685214,-135.5611311,44.82619726,-144.351786,190921_SK5.png
Kaul ,09/23,Terra ,0,62.4275,-169.7456,53.6324,-178.5407,190923_EK1.png
Kinloch,09/24/19,Aqua,1,-56.38539284,-86.00775926,-65.17332004,-94.79568646,190924_SK1.png
Kaul ,09/24/19,Terra ,0,-51.6452,-129.6185,-60.3897,-138.363,190924_EK1.png
Kaul ,09/24/19,Terra ,0,-40.1312,9.8075,-48.8994,1.0392,190924_EK2.png
Kaul ,09/24/19,Terra ,0,-41.0685,-16.8432,-49.8272,-25.6019,190924_EK3.png
Kinloch,09/25/19,Aqua,2,-61.4527475,-96.54277953,-70.2480078,-105.3380398,190925_SK1.png
Kaul ,09/25/19,Terra ,0,-41.7381,136.0736,-50.4493,127.3651,190925_EK1.png
Kaul ,09/27/19,Terra ,1,-43.5248,-80.7068,-52.2767,-89.4587,190928_EK1.png
Kaul ,09/30/19,Terra,1,55.3362,-14.4638,46.5373,-23.1887,190930_EK1.png
Kaul ,09/30/19,Terra ,1,54.4322,-41.8945,45.6541,-50.6726,190930_EK2.png
Kaul ,09/30/19,Terra ,1,-40.0429,-133.6989,-48.8456,-142.5016,190930_EK4.png
Louie,01/04/2020,Terra,2,-40.0399,-157.0472,-48.8104,-165.8177,200105_AL8.png
Louie,01/11/2020,Aqua,2,-52.1731,124.0872,-60.9637,115.2965,200111_AL1.png
Louie,01/11/2020,Aqua,0,-55.5088,171.2748,-64.2969,162.4867,200111_AL2.png
Louie,01/12/2020,Aqua,1,-40.5607,-133.5744,-49.3239,-142.3376,200112_AL3.png
Louie,01/12/20,Aqua,1,-52.3455,123.9506,-61.1292,115.1669,200112_AL4.png
Louie,01/12/20,Terra,0,-41.4724,-133.5788,-50.2581,-142.3644,200112_AL5.png
Louie,01/13/2020,Terra,0,61.0904,-14.6427,52.2985,-23.4345,200113_AL6.png
Siddique,01/14/20,Terra,0,-48.8663,66.9379,-57.6576,38.1466,200114_ZS1.png
Siddique,01/17/20,Aqua,1,-59.1914,-141.8044,-67.9673,-150.5803,200117_ZS6.png
Siddique,01/17/20,Aqua,2,53.0388,-24.1209,44.2495,-32.9102,200117_ZS7.png
Siddique,01/17/20,Terra,1,49.3222,-135.6123,40.5286,-144.4059,200117_ZS8.png
Mazzone,1/18/2020,Terra,2,49.3277,-135.2896,40.5295,-144.0703,200118_AM1.png
Mazzone,1/18/2020,Aqua,2,-57.4159,-140.9202,-66.2753,-149.7795,200118_AM2.png
Mazzone,1/18/2020,Aqua,2,-61.155,-38.0866,-70.0144,29.2272,200118_AM2.png
Mazzone,1/18/2020,Terra,1,-63.4606,-19.2982,-72.32,-28.1575,200118_AM5.png
Mazzone,1/18/2020,Aqua,0,-49.6521,-110.6799,-58.4412,-119.469,200118_AM8.png
Mazzone,1/18/2020,Aqua,2,-51.7949,84.8988,-60.5867,76.1071,200118_AM11.png
Willette,01/19/2020,Aqua,2,-52.4669,-112.6411,-61.2519,-121.4261,200119_CW1.png
Willette,01/20/2020,Terra,2,-52.2539,-114.5714,-61.0524,-123.37,200120_CW2.png
Willette,01/20/2020,Terra,0,-53.6516,136.3312,-62.4602,127.5226,200120_CW3.png
Willette,01/20/2020,Terra,0,-45.7648,147.598,-54.5734,138.7894,200120_CW4.png
Siddique,01/25/20,Terra,2,-51.9563,-124.0189,-60.7458,-132.8084,200125_ZS9.png
Siddique,01/25/20,Aqua,1,-52.458,18.373,-61.2684,9.5599,200125_ZS10.png
Pak,02/08/2020,Terra,2,55.829,-128.4021,47.0348,-137.1809,200208_EP1.png
Pak,02/08/2020,Aqua,2,-46.9497,-85.8096,-55.7796,-94.6395,200208_EP2.png
Pak,02/09/2020,Aqua,1,-44.0699,-95.4359,-52.8711,-104.2464,200209_EP1.png
Cheung,02/15/20,Aqua,2,-49.291,104.7093,-58.0923,95.905,200215_KC1.png
Cheung,02/15/20,Aqua,2,64.2374,-14.2969,55.43,-23.1043,200215_KC2.png
Cheung,02/15/20,Aqua,1,-56.3741,-155.4598,-65.1478,-164.2689,200215_KC3.png
Cheung,02/15/20,Terra,0,-40.8022,110.4642,-49.6013,101.6651,200215_KC6.png
Cheung,02/16/20,Terra,2,56.1788,-173.3203,47.3912,-177.8754,200216_KC1.png
Cheung,02/16/20,Terra,1,-55.4757,68.9226,-64.2801,60.1182,200216_KC2.png
Cheung,02/16/20,Terra,0,-40.5363,125.8478,-49.2874,117.0966,200216_KC3.png
Chen,02/19/2020,Terra,2,-59.4576,140.3052,-68.2708,131.461,200219_DC2.png
Chen,02/19/2020,Terra,1,-60.8648,-101.1183,-69.644,-109.9516,200219_DC3.png
Chen,02/19/2020,Aqua,0,-48.3466,-171.6849,-57.1585,179.5032,200219_DC4.png
Chen,02/19/2020,Aqua,2,60.3868,-141.5468,51.3096,-150.5119,200219_DC6.png
Chen,02/21/2020,Aqua,2,-47.208,-96.1159,-56.009,-104.9169,200221_DC7.png
Chen,02/21/2020,Aqua,0,-51.3377,22.0548,-60.1387,13.2538,200221_DC8.png
Chen,02/21/2020,Aqua,0,-46.4294,77.9075,-55.2305,69.1065,200221_DC9.png
Furman,2/22/2020,Terra,1,61.7015,176.7578,52.9017,167.9336,200222_EF2.png
Furman,2/23/2020,Terra,1,-49.7133,178.9563,-58.5485,170.1212,200223_EF2.png
Furman,2/25/2020,Modis,0,50.8506,-158.5973,41.9931,-167.4906,200225_EF2.png
Furman,2/26/2020,Modis,1,-50.3352,149.509,-59.1552,140.689,200226_EF1.png
Lauterbach,03/01/2020,Aqua,2,62.8075,-28.0465,54.0211,-36.8329,200301_JL1.png
Lauterbach,03/03/2020,Aqua,1,-57.7554,58.2027,-66.6275,50.3659,200303_JL2.png
Lauterbach,03/04/2020,Aqua,1,66.8467,-31.1629,57.9921,-39.9716,200304_JL4.png
Lauterbach,03/06/2020,Terra,0,-40.569,-156.2824,-49.3812,-165.0946,200306_JL6.png
Lauterbach,03/07/2020,Terra,0,-46.2851,155.9111,-55.0973,147.0989,200307_JL7.png
Lauterbach,03/08/2020,Terra,0,57.143,-20.6153,48.3308,-29.4275,200308_JL10.png
Willingham,03/13/2020,Terra,1,-56.548,-137.9021,-65.4186,-146.7727,200313_LW1.png
Willingham,03/18/2020,Terra,0,-61.6127,-91.6665,-72.5442,-100.5371,200318_LW1.png
Willingham,03/18/2020,Terra,1,61.1812,-139.1976,52.2198,-148.0684,200318_LW2.png
Willingham,03/18/2020,Aqua,2,-55.3964,121.0767,-64.3566,112.2061,200318_LW3.png
Willingham,03/19/2020,Aqua,2,52.2164,-132.9168,43.2564,-141.7874,200319_LW1.png
Crooks,3/21/2020,Terra,2,67.4234,-29.9836,58.6178,-35.7905,200321_JC1.png
Crooks,3/23/2020,Aqua,1,-57.4436,77.0739,-66.3678,68.2849,200323_JC1.png
Crooks,3/24/2020,Aqua,2,-52.2813,-101.6312,-61.1055,-110.4203,200324_JC1.png
Crooks,3/25/2020,Auqa,0,78.0757,44.6871,69.283,35.9347,200325_JC3.png
Crooks,3/26/2020,Terra,2,50.1721,-10.8251,41.3887,-19.6085,200326_JC1.png
Crooks,3/26/2020,Aqua,1,48.9024,155.6794,40.119,146.896,200326_JC2.png
Crooks,3/31/2020,Aqua,2,-56.1603,41.4392,-64.9276,32.6719,200331_JC1.png
Gordon,07/01/20,Terra,2,-41.4598,-147.8411,-50.2913,-156.6727,200701_TG1.png
Gordon,07/01/20,Terra,2,-48.9494,-19.7178,-57.7809,-28.5493,200701_TG2.png
Gordon,07/02/20,Terra,2,-40.5076,-147.2001,-49.3391,-156.0316,200702_TG3.png
Gordon,07/02/20,Terra,1,-47.0691,19.6885,-55.9006,10.857,200702_TG4.png
Gordon,07/02/20,Terra,1,-42.179,-92.4234,-51.0105,-101.2549,200702_TG5.png
Gordon,07/02/20,Aqua,0,57.6334,-32.0107,48.8403,-40.8038,200702_TG6.png
Gordon,07/03/20,Aqua,0,-43.3134,-148.4469,-52.1065,-157.24,200703_TG10.png
Pantelis,07/23/20,Aqua,2,-47.6724,93.5961,-56.4543,84.8142,200723_DP1.png
Pantelis,07/25/20,Terra,0,-42.149,82.4179,-50.9631,73.6037,200725_DP1.png
Pantelis,07/27/20,Terra,2,64.1314,-2.0036,55.3506,-10.7843,200727_DP1.png
Pantelis,07/27/20,Terra,0,49.1159,-35.1652,40.3171,-43.9639,200727_DP3.png
Pantelis,07/28/20,Aqua,2,52.6751,-141.0086,43.8947,-149.8058,200728_DP2.png
Louie,01/07/21,Aqua,0,-52.1223,-146.573,-60.9112,-155.3619,200107_AL9.png
Louie,01/10/21,Aqua,2,55.8185,-40.3871,47.0376,-49.1679,200110_AL10.png
Ilanchezhian,01/20/21,Aqua,0,-63.3343,5.1341,-71.9191,-3.7941,210130_KI4.png
Louie,01/04/2020,Terra,0,-45.0060,147.4900,-53.8032,138.6928,200104_AL7.png
